"Location","String Value"
"8048f934","d07f.bti"
"8046e820","d_enemy_map%s_%d%d.bin"
"8046d920","d_iriguti_a.bti"
"8046de18","d_iriguti_a_light.bti"
"8046d998","d_iriguti_b.bti"
"8046de30","d_iriguti_b_light.bti"
"8046d9a8","d_iriguti_d.bti"
"8046de48","d_iriguti_d_light.bti"
"8046d9b8","d_iriguti_f.bti"
"8046de60","d_iriguti_f_light.bti"
"8046d9c8","d_iriguti_g.bti"
"8046de78","d_iriguti_g_light.bti"
"8046d9d8","d_iriguti_h.bti"
"8046de90","d_iriguti_h_light.bti"
"8046d9e8","d_iriguti_i.bti"
"8046dea8","d_iriguti_i_light.bti"
"8046d9f8","d_iriguti_k.bti"
"8046dec0","d_iriguti_k_light.bti"
"8046e804","d_map%s_%d%d_mmm_1_%d.szs"
"8046e838","d_map%s_%d%d_mmm_1_0.szs"
"8046e7e8","d_map%s_%d%d_mmm_2_%d.szs"
"8046e854","d_map%s_%d%d_mmm_2_0.szs"
"80466c20","damage1_1_0001.bti"
"80466c34","damage1_1_0003.bti"
"80466c48","damage1_1_0005.bti"
"80466c5c","damage1_1_0007.bti"
"80466c70","damage1_1_0009.bti"
"80466c84","damage1_1_0011.bti"
"80466c98","damage1_1_0013.bti"
"80466cac","damage1_1_0015.bti"
"80466cc0","damage1_1_0017.bti"
"80466cd4","damage1_1_0019.bti"
"80466ce8","damage1_1_0021.bti"
"80466cfc","damage1_1_0023.bti"
"80466d10","damage1_1_0025.bti"
"80466d24","damage1_1_0027.bti"
"80466d38","damage1_2_0001.bti"
"80466d4c","damage1_2_0003.bti"
"80466d60","damage1_2_0005.bti"
"80466d74","damage1_2_0007.bti"
"80466d88","damage1_2_0009.bti"
"80466d9c","damage1_2_0011.bti"
"80466db0","damage1_2_0013.bti"
"80466dc4","damage1_2_0015.bti"
"80466dd8","damage1_2_0017.bti"
"80466dec","damage1_2_0019.bti"
"80466e00","damage1_2_0021.bti"
"80466e14","damage1_2_0023.bti"
"80466e28","damage1_2_0025.bti"
"80466e3c","damage1_2_0027.bti"
"80466498","darkFilter00.bmd"
"804664c0","darkFilter00.brk"
"804664ac","darkFilter00.btk"
"804666d0","darkFog00.bmd"
"804666f0","darkFog00.brk"
"804666e0","darkFog00.btk"
"80479d00","DAT1"
"804668c0","dawn_00.bti"
"80466ef0","dawn_00.bti"
"804668cc","dawn_04.bti"
"80466efc","dawn_04.bti"
"804668d8","dawn_08.bti"
"80466f08","dawn_08.bti"
"804668e4","dawn_12.bti"
"80466f14","dawn_12.bti"
"804668f0","dawn_16.bti"
"80466f20","dawn_16.bti"
"804668fc","dawn_18.bti"
"80466f2c","dawn_18.bti"
"8048f8e0","dB01f.bti"
"804955e0","DBExceptionDestination
"
"80466844","DDGO"
"8046f3a8","DDGO"
"8046f448","DDGO"
"80471710","DDGO"
"8046f3b0","DDRK"
"8045e8c8","DECREMENTER"
"8046db8c","degtail.bti"
"8045e140","destination = %x
"
"804956d8","Development HW%d (%08x)
"
"8045d9d8","Devkit set to : %ld
"
"80464218","DGTL"
"80464cec","DGTL"
"80495f10","DI DMA Address =   0x%08x
"
"8045e120","direction = %x
"
"8045d6c0","Disable
"
"8045d658","Dispatch command 0x%08x
"
"8045d674","Dispatch complete err = %ld
"
"80495910","DMAErrorHandler(): An error occurred while processing DMA.
"
"8045d6cc","DoContinue
"
"8045d6d8","DoFlushCache unimplemented!!!
"
"80466434","doku_yougan.bmd"
"80466444","doku_yougan.btk"
"8045dba0","DONE CALLING EXI2_Init
"
"8045dc80","DONE CALLING EXI2_Init
"
"8045d730","DoReadRegisters : Buffer length 0x%08x
"
"8045d7b8","DoReadRegisters : Error extended1 regs 0x%08x
"
"8045d7e8","DoReadRegisters : Error extended2 regs 0x%08x
"
"8045d790","DoReadRegisters : Error FP regs 0x%08x
"
"8045d758","DoReadRegisters : Error reading  default regs 0x%08x
"
"8045eb94","DSISR:  %08XH   DAR: %08XH
"
"80496968","DSP is booting task: 0x%08X
"
"8045cb00","DSP-MAIN"
"80496930","DSPInit(): Build Date: %s %s
"
"8053b0a0","DSPMIX"
"8048f958","dungeon_floor.blo"
"80539c4c","dvd.c"
"80496204","DVDChangeDisk(): FST in the new disc is too big.   "
"80496284","DVDChangeDiskAsync(): You can't specify NULL to company name.  
"
"80539c38","dvdfs.c"
"8049617c","DVDRead(): specified area is out of the file  "
"80496148","DVDReadAsync(): specified area is out of the file  "
"80468a18","e-dod_aruki_mae_0.bti"
"80468a30","e-dod_aruki_mae_1.bti"
"80468a48","e-dod_aruki_mae_2.bti"
"80468bd4","e-dod_aruki_mae_l0.bti"
"80468bec","e-dod_aruki_mae_l1.bti"
"80468c04","e-dod_aruki_mae_l2.bti"
"80468a60","e-dod_aruki_ushiro_0.bti"
"80468a7c","e-dod_aruki_ushiro_1.bti"
"80468a98","e-dod_aruki_ushiro_2.bti"
"80468c1c","e-dod_aruki_ushiro_l0.bti"
"80468c38","e-dod_aruki_ushiro_l1.bti"
"80468c54","e-dod_aruki_ushiro_l2.bti"
"804689d0","e-dod_aruki_yoko_0.bti"
"804689e8","e-dod_aruki_yoko_1.bti"
"80468a00","e-dod_aruki_yoko_2.bti"
"80468b8c","e-dod_aruki_yoko_l0.bti"
"80468ba4","e-dod_aruki_yoko_l1.bti"
"80468bbc","e-dod_aruki_yoko_l2.bti"
"80468b60","e-dod_hara_mae.bti"
"80468d20","e-dod_hara_mael.bti"
"80468b74","e-dod_hara_ushiro.bti"
"80468d34","e-dod_hara_ushirol.bti"
"80468b4c","e-dod_hara_yoko.bti"
"80468d08","e-dod_hara_yokol.bti"
"80468d74","e-dod_kaiten_l0.bti"
"80468d60","e-dod_kaiten_l1.bti"
"80468d4c","e-dod_kaiten_l2.bti"
"80468ae4","e-dod_kuchi_mae_0.bti"
"80468afc","e-dod_kuchi_mae_1.bti"
"80468ca0","e-dod_kuchi_mae_l0.bti"
"80468cb8","e-dod_kuchi_mae_l1.bti"
"80468b14","e-dod_kuchi_ushiro_0.bti"
"80468b30","e-dod_kuchi_ushiro_1.bti"
"80468cd0","e-dod_kuchi_ushiro_l0.bti"
"80468cec","e-dod_kuchi_ushiro_l1.bti"
"80468ab4","e-dod_kuchi_yoko_0.bti"
"80468acc","e-dod_kuchi_yoko_1.bti"
"80468c70","e-dod_kuchi_yoko_l0.bti"
"80468c88","e-dod_kuchi_yoko_l1.bti"
"80543930","E3"
"80468930","e_goma_ake_0.bti"
"80468944","e_goma_ake_1.bti"
"80468958","e_goma_ake_2.bti"
"80468890","e_goma_mae_0.bti"
"804688a4","e_goma_mae_1.bti"
"804688b8","e_goma_mae_2.bti"
"804688cc","e_goma_mae_3.bti"
"8046896c","e_goma_toji_0.bti"
"80468980","e_goma_toji_1.bti"
"80468994","e_goma_toji_2.bti"
"804689a8","e_goma_toji_3.bti"
"804688e0","e_goma_ushiro_0.bti"
"804688f4","e_goma_ushiro_1.bti"
"80468908","e_goma_ushiro_2.bti"
"8046891c","e_goma_ushiro_3.bti"
"80468840","e_goma_yoko_0.bti"
"80468854","e_goma_yoko_1.bti"
"80468868","e_goma_yoko_2.bti"
"8046887c","e_goma_yoko_3.bti"
"804649d4","e_gufu_1.bti"
"80469cf0","e_gufu_1.bti"
"804649e4","e_gufu_2.bti"
"80469d00","e_gufu_2.bti"
"804649f4","e_gufu_3.bti"
"80469d10","e_gufu_3.bti"
"80464a04","e_gufu_4.bti"
"80469d20","e_gufu_4.bti"
"80468ff8","e_igol_mae_0.bti"
"8046900c","e_igol_mae_1.bti"
"80469020","e_igol_mae_2.bti"
"80469034","e_igol_mae_3.bti"
"804690b0","e_igol_mae_toji.bti"
"80469048","e_igol_ushiro_0.bti"
"8046905c","e_igol_ushiro_1.bti"
"80469070","e_igol_ushiro_2.bti"
"80469084","e_igol_ushiro_3.bti"
"80468fa8","e_igol_yoko_0.bti"
"80468fbc","e_igol_yoko_1.bti"
"80468fd0","e_igol_yoko_2.bti"
"80468fe4","e_igol_yoko_3.bti"
"80469098","e_igol_yoko_toji.bti"
"80465af0","e_obake_0.bti"
"80465b00","e_obake_1.bti"
"80465b10","e_obake_2.bti"
"80465b20","e_obake_3.bti"
"80465b30","e_obake_4.bti"
"80465b40","e_obake_5.bti"
"80468d88","e_tes_aruki_0.bti"
"80468d9c","e_tes_aruki_1.bti"
"80468db0","e_tes_aruki_2.bti"
"80468dc4","e_tes_aruki_3.bti"
"80468e78","e_tes_aruki_tate_0.bti"
"80468e90","e_tes_aruki_tate_1.bti"
"80468ea8","e_tes_aruki_tate_2.bti"
"80468ec0","e_tes_aruki_tate_3.bti"
"80468e28","e_tes_n_aruki_0.bti"
"80468e3c","e_tes_n_aruki_1.bti"
"80468e50","e_tes_n_aruki_2.bti"
"80468e64","e_tes_n_aruki_3.bti"
"80468f38","e_tes_n_aruki_tate_0.bti"
"80468f54","e_tes_n_aruki_tate_1.bti"
"80468f70","e_tes_n_aruki_tate_2.bti"
"80468f8c","e_tes_n_aruki_tate_3.bti"
"80468dd8","e_tes_nobi_0.bti"
"80468dec","e_tes_nobi_1.bti"
"80468e00","e_tes_nobi_2.bti"
"80468e14","e_tes_nobi_3.bti"
"80468ed8","e_tes_nobi_tate_0.bti"
"80468ef0","e_tes_nobi_tate_1.bti"
"80468f08","e_tes_nobi_tate_2.bti"
"80468f20","e_tes_nobi_tate_3.bti"
"80468830","e_tst_kara.bti"
"804686b0","e_tst_paku_blue_0.bti"
"804686c8","e_tst_paku_blue_1.bti"
"804686e0","e_tst_paku_blue_2.bti"
"804686f8","e_tst_paku_blue_3.bti"
"80468530","e_tst_paku_green_0.bti"
"80468548","e_tst_paku_green_1.bti"
"80468560","e_tst_paku_green_2.bti"
"80468578","e_tst_paku_green_3.bti"
"80468770","e_tst_paku_purple_0.bti"
"80468788","e_tst_paku_purple_1.bti"
"804687a0","e_tst_paku_purple_2.bti"
"804687b8","e_tst_paku_purple_3.bti"
"804685f0","e_tst_paku_red_0.bti"
"80468608","e_tst_paku_red_1.bti"
"80468620","e_tst_paku_red_2.bti"
"80468638","e_tst_paku_red_3.bti"
"80468710","e_tst_toji_blue_0.bti"
"80468728","e_tst_toji_blue_1.bti"
"80468740","e_tst_toji_blue_2.bti"
"80468758","e_tst_toji_blue_3.bti"
"80468590","e_tst_toji_green_0.bti"
"804685a8","e_tst_toji_green_1.bti"
"804685c0","e_tst_toji_green_2.bti"
"804685d8","e_tst_toji_green_3.bti"
"804687d0","e_tst_toji_purple_0.bti"
"804687e8","e_tst_toji_purple_1.bti"
"80468800","e_tst_toji_purple_2.bti"
"80468818","e_tst_toji_purple_3.bti"
"80468650","e_tst_toji_red_0.bti"
"80468668","e_tst_toji_red_1.bti"
"80468680","e_tst_toji_red_2.bti"
"80468698","e_tst_toji_red_3.bti"
"80543928","ECTS"
"8046dd30","egrass.bti"
"80471de8","empty_smp.bin"
"8046df28","en_8_3_koware.bti"
"8045d6b8","Enable
"
"8045d9d1","END%s
"
"8047128c","end_code_scl.bin"
"8046dbf0","end_daiza.bti"
"8046e930","ending_sch.szs"
"80463710","enemy_both2_sob.bin"
"80463b78","enemy_both2_sob.bin"
"80463fec","enemy_both2_sob.bin"
"80464014","enemy_both2_sob.bin"
"804642c0","enemy_both2_sob.bin"
"804642f0","enemy_both2_sob.bin"
"80464348","enemy_both2_sob.bin"
"80464660","enemy_both2_sob.bin"
"80464968","enemy_both2_sob.bin"
"80464c44","enemy_both2_sob.bin"
"80464cc0","enemy_both2_sob.bin"
"80464efc","enemy_both2_sob.bin"
"80464fac","enemy_both2_sob.bin"
"8046513c","enemy_both2_sob.bin"
"804652d8","enemy_both2_sob.bin"
"80465adc","enemy_both2_sob.bin"
"80465bc0","enemy_both2_sob.bin"
"80465bec","enemy_both2_sob.bin"
"80465d30","enemy_both2_sob.bin"
"80465d48","enemy_both2_sob.bin"
"80465dbc","enemy_both2_sob.bin"
"804660b8","enemy_both2_sob.bin"
"804660f8","enemy_both2_sob.bin"
"804661c8","enemy_both2_sob.bin"
"80466274","enemy_both2_sob.bin"
"804662bc","enemy_both2_sob.bin"
"8046630c","enemy_both2_sob.bin"
"80466350","enemy_both2_sob.bin"
"80466820","enemy_both2_sob.bin"
"80466894","enemy_both2_sob.bin"
"804668a8","enemy_both2_sob.bin"
"804674dc","enemy_both2_sob.bin"
"80468458","enemy_both2_sob.bin"
"80468480","enemy_both2_sob.bin"
"80468518","enemy_both2_sob.bin"
"804690c8","enemy_both2_sob.bin"
"804690e0","enemy_both2_sob.bin"
"8046910c","enemy_both2_sob.bin"
"80469120","enemy_both2_sob.bin"
"804693c4","enemy_both2_sob.bin"
"8046a020","enemy_both2_sob.bin"
"8046a3c0","enemy_both2_sob.bin"
"8046a7d8","enemy_both2_sob.bin"
"8046adf0","enemy_both2_sob.bin"
"8046b984","enemy_both2_sob.bin"
"8046c0e8","enemy_both2_sob.bin"
"8046c640","enemy_both2_sob.bin"
"8046ca50","enemy_both2_sob.bin"
"8046ca80","enemy_both2_sob.bin"
"8046cab8","enemy_both2_sob.bin"
"8046d430","enemy_both2_sob.bin"
"8046d580","enemy_both2_sob.bin"
"8046dfb8","enemy_both2_sob.bin"
"8046e058","enemy_both2_sob.bin"
"8046e100","enemy_both2_sob.bin"
"8046e118","enemy_both2_sob.bin"
"8046e130","enemy_both2_sob.bin"
"8046e998","enemy_both2_sob.bin"
"8046f928","enemy_both2_sob.bin"
"80471218","enemy_both2_sob.bin"
"804713a8","enemy_both2_sob.bin"
"80471474","enemy_both2_sob.bin"
"80471488","enemy_both2_sob.bin"
"80471528","enemy_both2_sob.bin"
"80471620","enemy_both2_sob.bin"
"8047164c","enemy_both2_sob.bin"
"804716f0","enemy_both2_sob.bin"
"80471718","enemy_both2_sob.bin"
"8047182c","enemy_both2_sob.bin"
"8047184c","enemy_both2_sob.bin"
"80471870","enemy_both2_sob.bin"
"80471888","enemy_both2_sob.bin"
"804718d0","enemy_both2_sob.bin"
"80471918","enemy_both2_sob.bin"
"80471930","enemy_both2_sob.bin"
"80471a28","enemy_both2_sob.bin"
"80471a50","enemy_both2_sob.bin"
"80471a78","enemy_both2_sob.bin"
"80471ba0","enemy_both2_sob.bin"
"80471d70","enemy_both2_sob.bin"
"80471e10","enemy_both2_sob.bin"
"80471e6c","enemy_both2_sob.bin"
"80471fe0","enemy_both2_sob.bin"
"804720a0","enemy_both2_sob.bin"
"804720d0","enemy_both2_sob.bin"
"80472164","enemy_both2_sob.bin"
"804721b0","enemy_both2_sob.bin"
"80472270","enemy_both2_sob.bin"
"804727e4","enemy_both2_sob.bin"
"8047280c","enemy_both2_sob.bin"
"80474308","enemy_both2_sob.bin"
"80474bfc","enemy_both2_sob.bin"
"80474c20","enemy_both2_sob.bin"
"80474e5c","enemy_both2_sob.bin"
"80474eac","enemy_both2_sob.bin"
"80474f6c","enemy_both2_sob.bin"
"8047555c","enemy_both2_sob.bin"
"80475588","enemy_both2_sob.bin"
"80476040","enemy_both2_sob.bin"
"80476e00","enemy_both2_sob.bin"
"8048cc2c","enemy_both2_sob.bin"
"80471324","enemy_both2_sob.szs"
"804636fc","enemy_both_sob.bin"
"80463a58","enemy_both_sob.bin"
"80465dd0","enemy_both_sob.bin"
"80465e14","enemy_both_sob.bin"
"80469aa4","enemy_both_sob.bin"
"80469ae4","enemy_both_sob.bin"
"80469d30","enemy_both_sob.bin"
"8046a458","enemy_both_sob.bin"
"8046c210","enemy_both_sob.bin"
"8046ca68","enemy_both_sob.bin"
"8047122c","enemy_both_sob.bin"
"80471420","enemy_both_sob.bin"
"80471638","enemy_both_sob.bin"
"8047174c","enemy_both_sob.bin"
"80471aa0","enemy_both_sob.bin"
"80471ac8","enemy_both_sob.bin"
"80472210","enemy_both_sob.bin"
"80472228","enemy_both_sob.bin"
"804727d0","enemy_both_sob.bin"
"80474be8","enemy_both_sob.bin"
"80474f80","enemy_both_sob.bin"
"80475120","enemy_both_sob.bin"
"80475570","enemy_both_sob.bin"
"80471310","enemy_both_sob.szs"
"80463660","enemy_gc_sob.bin"
"804636e8","enemy_gc_sob.bin"
"80463724","enemy_gc_sob.bin"
"80463b8c","enemy_gc_sob.bin"
"80463ba0","enemy_gc_sob.bin"
"80463bb8","enemy_gc_sob.bin"
"80464334","enemy_gc_sob.bin"
"8046464c","enemy_gc_sob.bin"
"8046497c","enemy_gc_sob.bin"
"80464ac0","enemy_gc_sob.bin"
"80464c30","enemy_gc_sob.bin"
"80464e8c","enemy_gc_sob.bin"
"80464ee8","enemy_gc_sob.bin"
"804650e0","enemy_gc_sob.bin"
"80465270","enemy_gc_sob.bin"
"80465a80","enemy_gc_sob.bin"
"80465ac8","enemy_gc_sob.bin"
"80465b50","enemy_gc_sob.bin"
"80465b68","enemy_gc_sob.bin"
"80465b80","enemy_gc_sob.bin"
"80465ba8","enemy_gc_sob.bin"
"80465bd8","enemy_gc_sob.bin"
"80465d60","enemy_gc_sob.bin"
"80465de8","enemy_gc_sob.bin"
"80465e00","enemy_gc_sob.bin"
"804660cc","enemy_gc_sob.bin"
"804660e0","enemy_gc_sob.bin"
"804662d0","enemy_gc_sob.bin"
"80466320","enemy_gc_sob.bin"
"80466338","enemy_gc_sob.bin"
"804667d8","enemy_gc_sob.bin"
"804667f0","enemy_gc_sob.bin"
"80466808","enemy_gc_sob.bin"
"80466854","enemy_gc_sob.bin"
"80466868","enemy_gc_sob.bin"
"80466e60","enemy_gc_sob.bin"
"80466e90","enemy_gc_sob.bin"
"80466ea8","enemy_gc_sob.bin"
"80466ec0","enemy_gc_sob.bin"
"80466ed8","enemy_gc_sob.bin"
"804674f0","enemy_gc_sob.bin"
"8046846c","enemy_gc_sob.bin"
"80468494","enemy_gc_sob.bin"
"804684e8","enemy_gc_sob.bin"
"80468500","enemy_gc_sob.bin"
"804690f8","enemy_gc_sob.bin"
"80469168","enemy_gc_sob.bin"
"80469198","enemy_gc_sob.bin"
"80469300","enemy_gc_sob.bin"
"80469380","enemy_gc_sob.bin"
"804693d8","enemy_gc_sob.bin"
"80469400","enemy_gc_sob.bin"
"80469474","enemy_gc_sob.bin"
"80469cd8","enemy_gc_sob.bin"
"8046a354","enemy_gc_sob.bin"
"8046a384","enemy_gc_sob.bin"
"8046a3ac","enemy_gc_sob.bin"
"8046a430","enemy_gc_sob.bin"
"8046a564","enemy_gc_sob.bin"
"8046a660","enemy_gc_sob.bin"
"8046b960","enemy_gc_sob.bin"
"8046c10c","enemy_gc_sob.bin"
"8046c3e8","enemy_gc_sob.bin"
"8046c814","enemy_gc_sob.bin"
"8046cb70","enemy_gc_sob.bin"
"8046e040","enemy_gc_sob.bin"
"8046e9c0","enemy_gc_sob.bin"
"8046f090","enemy_gc_sob.bin"
"804714c0","enemy_gc_sob.bin"
"80471660","enemy_gc_sob.bin"
"8047172c","enemy_gc_sob.bin"
"80471904","enemy_gc_sob.bin"
"80471a3c","enemy_gc_sob.bin"
"80471d4c","enemy_gc_sob.bin"
"80471dc4","enemy_gc_sob.bin"
"80471e58","enemy_gc_sob.bin"
"80471e98","enemy_gc_sob.bin"
"80471eb0","enemy_gc_sob.bin"
"80471ff8","enemy_gc_sob.bin"
"804720b8","enemy_gc_sob.bin"
"80472178","enemy_gc_sob.bin"
"80472298","enemy_gc_sob.bin"
"80472378","enemy_gc_sob.bin"
"804724ac","enemy_gc_sob.bin"
"80472700","enemy_gc_sob.bin"
"804727bc","enemy_gc_sob.bin"
"804727f8","enemy_gc_sob.bin"
"804742f4","enemy_gc_sob.bin"
"80474bd4","enemy_gc_sob.bin"
"80474e48","enemy_gc_sob.bin"
"804750ac","enemy_gc_sob.bin"
"80476e24","enemy_gc_sob.bin"
"8048cc40","enemy_gc_sob.bin"
"8046e940","enemy_sch.szs"
"8046a048","EnemyParam.csv"
"80466780","enkei.bti"
"8046678c","enkei_dark.bti"
"80478a20","entry_arrow_anim.bck"
"80479a54","entry_arrow_anim.bck"
"804789f0","entry_arrow_anim.blo"
"80479a24","entry_arrow_anim.blo"
"80478a38","entry_connect_anim.bck"
"80479a6c","entry_connect_anim.bck"
"80478a08","entry_connect_anim.blo"
"80479a3c","entry_connect_anim.blo"
"804956b8","EPPC Arthur
"
"804956c8","EPPC Minnow
"
"8045d4a8","ERROR : No buffer available
"
"8046ac0c","ESRY"
"8046ac24","ESRY"
"8046ac4c","ESRY"
"8046c104","ESRY"
"804957d4","Exceptions initialized...
"
"8045db34","Expected packet size : 0x%08x (%ld)
"
"8045dc14","Expected packet size : 0x%08x (%ld)
"
"80465920","Expヒープ%fKの確保失敗　連続空き容量　%fK 残り空き容量　%fK
"
"8045e898","EXTERNAL INTERRUPT"
"8045e980","F%02d: 0.0      "
"8045e94c","F%02d: Nan      "
"8045e994","F%02d:%+.3E"
"8045e960","F%02d:+Inf     "
"8045e970","F%02d:-Inf     "
"80464294","FAGN"
"80464bf8","FAGN"
"80464d68","FAGN"
"8046f3e8","FAGN"
"80464bfc","FARY"
"80464d30","FBAL"
"8046c9ec","field_smp.bin"
"8046f8c4","field_smp.bin"
"80476ec0","file_select.blo"
"80476ed0","file_select_huuin.blo"
"80465798","FileSelect　連続空き容量　%fK 残り空き容量　%fK
"
"804711d4","filter%d.bti"
"8046425c","FIRE"
"80464d2c","FIRE"
"80465d7c","FIRE"
"8046683c","FIRE"
"80469c78","FIRE"
"80469fcc","FIRE"
"8046abec","FIRE"
"80471708","FIRE"
"80464234","FLME"
"80464d04","FLME"
"80465d88","FLME"
"80466848","FLME"
"80469fd8","FLME"
"80471840","FLME"
"8053ef18","FLME"
"8045e8b8","FLOATING POINT"
"80471d60","floor1_smp.bin"
"8046c98c","floor_smp.bin"
"8046f864","floor_smp.bin"
"80466b18","fly2_0001.bti"
"80466b28","fly2_0003.bti"
"80466b38","fly2_0005.bti"
"80466b48","fly2_0007.bti"
"80466b58","fly2_0009.bti"
"80466b68","fly2_0011.bti"
"80466b78","fly2_0013.bti"
"80466b88","fly2_0015.bti"
"80466b98","fly2_0017.bti"
"80466ba8","fly2_0019.bti"
"80466bb8","fly2_0021.bti"
"80466bc8","fly2_0023.bti"
"80466bd8","fly2_0025.bti"
"80466be8","fly2_0027.bti"
"80466a38","fly_0001.bti"
"80466a48","fly_0003.bti"
"80466a58","fly_0005.bti"
"80466a68","fly_0007.bti"
"80466a78","fly_0009.bti"
"80466a88","fly_0011.bti"
"80466a98","fly_0013.bti"
"80466aa8","fly_0015.bti"
"80466ab8","fly_0017.bti"
"80466ac8","fly_0019.bti"
"80466ad8","fly_0021.bti"
"80466ae8","fly_0023.bti"
"80466af8","fly_0025.bti"
"80466bf8","fly_0025_geki.bti"
"80466b08","fly_0027.bti"
"80466c0c","fly_0027_geki.bti"
"804642a0","FLYO"
"80464d74","FLYO"
"804664d4","fogFilter00.bmd"
"804664f4","fogFilter00.brk"
"804664e4","fogFilter00.btk"
"8045eee0","FONTbfn1"
"80479f00","FONTbfn1"
"80466638","forestFilter00.bmd"
"80466660","forestFilter00.brk"
"8046664c","forestFilter00.btk"
"804724c0","formation_lift.bti"
"80476578","Four Swords Adventures"
"80495c64","FPU-unavailable handler installed
"
"80495bd0","fr%d 	= %d 	 fr%d 	= %d
"
"8045e718","free: cannot free memory block (%08x)
"
"80474c10","fune.bti"
"8046e950","gals2_sch.szs"
"8046e970","gals_sch.szs"
"804756c8","gals_sch.szs"
"804760ac","gals_sch.szs"
"804761f8","gals_sch.szs"
"80476eb0","gals_sch.szs"
"80477904","gals_sch.szs"
"80498490","GameBoy Advance"
"80477914","gamemode.blo"
"80477924","gamemode_movie.blo"
"8048f6ec","gameover.bck"
"80465614","Game　連続空き容量　%fK 残り空き容量　%fK
"
"8046dbcc","ganon.bti"
"80463bd0","gareki.bti"
"8046e8e8","gb_ch_obj_base_sch.szs"
"804712b0","gb_ch_obj_base_sch.szs"
"80475670","gb_ch_obj_base_sch.szs"
"80476054","gb_ch_obj_base_sch.szs"
"804761a0","gb_ch_obj_base_sch.szs"
"80476e58","gb_ch_obj_base_sch.szs"
"804778ac","gb_ch_obj_base_sch.szs"
"8046e900","gb_ch_obj_tr_sch%s.szs"
"80471274","gb_ch_obj_tr_sch%s.szs"
"80466e74","gb_ch_obj_tr_sch0.szs"
"804694c0","gb_ch_obj_tr_sch5.szs"
"80475688","gb_ch_obj_tr_schE.szs"
"8047606c","gb_ch_obj_tr_schE.szs"
"804761b8","gb_ch_obj_tr_schE.szs"
"80476e70","gb_ch_obj_tr_schE.szs"
"804778c4","gb_ch_obj_tr_schE.szs"
"8046e980","gb_cl_obj_base_scl.szs"
"804712c8","gb_cl_obj_base_scl.szs"
"8049895c","GBA - unexpected dsp call"
"8048faf0","gba_connect_error_window.blo"
"80498950","GBAKey.c"
"80476568","gc4sword"
"80491590","GC4Sword_usa/AudioRes/JaiInit.baa"
"804915d4","GC4Sword_usa/AudioRes/Seqs/JaiSeqs.arc"
"804915b4","GC4Sword_usa/AudioRes/Waves/"
"80465910","GC4Swords.MAP"
"804755c4","gc_four_swords_text_e.bmg"
"804756d8","gc_four_swords_text_e.bmg"
"8048f3ac","gc_four_swords_text_e.bmg"
"8048fbd0","gc_four_swords_text_e.bmg"
"804756f4","gc_four_swords_text_ek.bmg"
"8045dcc0","GCN_Mem_Alloc.c : InitDefaultHeap. No Heap Available
"
"80464290","GDMN"
"80464d64","GDMN"
"8046f3d0","GDMN"
"80466e50","geki_ana.bti"
"8045e770","getSize: cannot get memory block size (%08x)
"
"8046e184","GLBS"
"80479f40","GLY1"
"80464c04","GOLD"
"8046f3ac","GOMA"
"80463614","GP appears to be not hung (waiting for input).
"
"804635ec","GP hang due to illegal instruction.
"
"804635c4","GP hang due to unterminated primitive.
"
"804635a4","GP hang due to XF stall bug.
"
"80463644","GP is in unknown state.
"
"80463588","GP status %d%d%d%d%d%d --> "
"80495b98","gqr%d = 0x%08x 	 gqr%d = 0x%08x
"
"80465ba0","GRAS"
"80465d90","GRAS"
"80469fe0","GRAS"
"8046abfc","GRAS"
"8046ac38","GRAS"
"8046dbd8","gufu.bti"
"80463698","hahen_l1.bti"
"804636a8","hahen_l2.bti"
"804636b8","hahen_s1.bti"
"804636c8","hahen_s2.bti"
"804636d8","hahen_s3.bti"
"804789d0","handicap.blo"
"80479a04","handicap.blo"
"80464c08","HART"
"8046f444","HART"
"80464220","HBMB"
"80465d84","HBMB"
"80469fd4","HBMB"
"8046abf0","HBMB"
"8046ac2c","HBMB"
"8046f3f0","HBMB"
"8045e7d4","head %08x: %08x
"
"80475ea0","heart.bti"
"80475eac","heart_01.bti"
"80475ebc","heart_02.bti"
"80475ecc","heart_03.bti"
"804958c4","HID2 = 0x%x   SRR1 = 0x%x
"
"80463ca8","higasi_sinden.bti"
"8046daf0","higasi_sinden.bti"
"80463e34","higasi_sinden_tobira.bti"
"80463d60","higasi_sinden_ue.bti"
"8046421c","HINO"
"80464cf0","HINO"
"8046f3fc","HINO"
"8046ddf8","hiroba.bti"
"8046ac08","HNRY"
"8046ac20","HNRY"
"8046ac48","HNRY"
"8046c100","HNRY"
"8046de04","honoonotou_soto.bti"
"80463c78","honounotou.bti"
"8046d958","honounotou.bti"
"80463ddc","honounotou_tobira.bti"
"80463d14","honounotou_ue.bti"
"8046c2e8","house1_smp.bin"
"8046c2c8","house2_smp.bin"
"8046c388","house31_smp.bin"
"8046c378","house3_smp.bin"
"8046c9b8","house_left_smp.bin"
"8046f890","house_left_smp.bin"
"8046ca18","house_right_smp.bin"
"8046f8f0","house_right_smp.bin"
"8046c2d8","house_smp.bin"
"8046ca3c","house_smp.bin"
"8046f914","house_smp.bin"
"80471db4","house_smp.bin"
"80475dd8","hukidashi.blo"
"80475dfc","hukidashi_stone.blo"
"80475de8","hukidashi_wood.blo"
"8046daa0","hyrule_mamorigami.bti"
